"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.205590017E1,-8.070575550E-2,-5.613107756E-2,2.622014290E-1,2.800244743E-1
2.206593517E1,-6.643917058E-2,-5.770441711E-2,1.273774999E-1,1.548192192E-1
2.207596917E1,-1.156939225E-1,2.700551167E-2,-1.482567376E-1,1.899853721E-1
2.208600417E1,-4.036548581E-2,2.464162856E-2,-2.003735554E-1,2.058789548E-1
2.209603917E1,-1.729555227E-2,-1.765596002E-2,-2.368677825E-1,2.381537643E-1
2.210607317E1,-6.247384474E-4,-9.524091035E-3,-1.633115637E-1,1.635902364E-1
2.211610817E1,1.141365532E-2,-6.021360353E-2,-1.506079030E-1,1.625997848E-1
2.212614317E1,1.807164224E-3,-7.894355088E-2,-1.824740589E-2,8.104515957E-2
2.213617717E1,-9.519175719E-3,-5.978061721E-2,1.296222460E-1,1.430603494E-1
2.214621217E1,2.600576570E-3,-9.175699309E-2,1.639810699E-1,1.879252513E-1
2.215624717E1,9.744430566E-3,1.266506910E-3,1.177635080E-1,1.181727624E-1
2.216628117E1,1.011564653E-2,7.512414962E-2,3.522128820E-2,8.358530555E-2
2.217631617E1,-9.959368732E-2,9.414967373E-2,-3.529987478E-1,3.786702782E-1
2.218635117E1,-9.047324602E-2,1.201594046E-1,-5.461580086E-1,5.664911836E-1
2.219638617E1,-1.049335565E-1,2.153818962E-1,-4.793629253E-1,5.359003887E-1
2.220642017E1,-1.361951468E-1,1.049744779E-1,-3.426474220E-1,3.833745098E-1
2.221645517E1,-1.274736958E-1,3.169073939E-2,-1.483812833E-1,1.981687445E-1
2.222649017E1,-1.320097921E-1,-3.668762371E-2,9.425711632E-4,1.370162595E-1
2.223652417E1,-1.292010729E-1,-2.009154461E-1,1.474995232E-1,2.807419510E-1
2.224655917E1,-1.266848790E-1,-1.408483154E-1,2.282454783E-1,2.966197985E-1
2.225659417E1,-1.010563135E-1,-1.733950871E-1,2.816130155E-1,3.458093770E-1
2.226662817E1,-2.308584162E-1,-1.395916025E-1,-9.433897734E-3,2.699452209E-1
2.227666317E1,-2.670684686E-1,-2.171626657E-2,-1.553529185E-1,3.097284172E-1
2.228669817E1,-2.291781457E-1,7.875863269E-2,-3.170278466E-1,3.990390961E-1
2.229673217E1,-1.841070035E-1,6.650900826E-2,-2.162007987E-1,2.916532569E-1
2.230676717E1,-1.824484408E-1,5.959482193E-3,-7.539984584E-2,1.975046473E-1
2.231680217E1,-1.793433134E-1,2.860750258E-2,-1.860168868E-1,2.599705665E-1
2.232683617E1,-1.065494254E-2,-7.904690042E-2,-1.873804575E-1,2.036501317E-1
2.233687117E1,2.578527085E-2,-1.207125512E-1,-3.265377581E-2,1.276819066E-1
2.234690617E1,1.879148017E-1,-7.211985022E-2,-3.710759997E-2,2.046710030E-1
2.235694067E1,2.346402126E-1,-2.974127769E-2,3.241462469E-2,2.387284668E-1
2.236697467E1,2.329396961E-1,1.555549398E-2,-1.226962191E-1,2.637370615E-1
2.237700967E1,2.801919046E-1,7.639182597E-2,-1.550740063E-1,3.292281305E-1
2.238704467E1,3.653675824E-1,1.815004975E-2,-2.197295934E-1,4.267364395E-1
2.239707867E1,3.953500577E-1,4.208241105E-2,-1.696429288E-1,4.322630227E-1
2.240711367E1,2.101795919E-1,7.633130729E-2,-2.356135547E-2,2.248489866E-1
2.241714867E1,-4.699864034E-3,-2.005609587E-2,-2.535177290E-2,3.266570209E-2
2.242718267E1,-7.057205569E-3,-1.869033247E-2,1.242509937E-1,1.258468995E-1
2.243721767E1,1.634004414E-2,-2.462461317E-1,-6.025555730E-3,2.468612196E-1
2.244725267E1,6.560628952E-2,3.515053689E-2,1.427100688E-1,1.609531274E-1
2.245728667E1,1.226776907E-2,3.921940961E-1,-6.522042811E-2,3.977692943E-1
2.246732167E1,2.544895363E-1,7.152372658E-2,-6.957654530E-1,7.442916989E-1
2.247735667E1,5.093932382E-1,3.189568430E-2,-4.884717178E-1,7.064725224E-1
2.248739167E1,3.623038972E-2,4.351819485E-2,-3.308565116E-1,3.356672544E-1
2.249742567E1,-8.482498189E-2,9.369022876E-2,-8.455073833E-2,1.520590802E-1
2.250746067E1,4.889573291E-2,2.551154807E-2,1.215612745E-1,1.334869853E-1
2.251749567E1,-3.883738909E-4,-4.211033151E-2,1.261858374E-1,1.330274273E-1
2.252752967E1,-1.023119482E-1,7.285630703E-3,1.308805668E-1,1.662845090E-1
2.253756467E1,1.624150028E-2,-2.121545255E-2,1.544126862E-1,1.567072411E-1
2.254759967E1,2.465197083E-2,-7.114511937E-2,2.028165221E-2,7.797879899E-2
2.255763367E1,5.574693376E-2,-1.229667990E-1,-4.352258027E-2,1.418547471E-1
2.256766867E1,6.193025468E-2,-1.517124420E-1,-4.779046297E-2,1.706925595E-1
2.257770367E1,5.385848410E-2,-9.866313949E-2,-7.454205930E-2,1.348764991E-1
2.258773767E1,-5.150399309E-2,-4.726172850E-2,-1.249725401E-1,1.431938130E-1
2.259777267E1,-1.089133816E-1,-5.073979855E-2,-1.017362899E-1,1.574386373E-1
2.260780767E1,-1.210181961E-1,-3.712821141E-2,-1.302098912E-1,1.815998999E-1
2.261784167E1,-1.374461495E-1,1.547494859E-2,-2.141811705E-1,2.549597847E-1
2.262787667E1,-1.031657148E-1,-9.062891901E-3,-2.475120538E-1,2.683048966E-1
2.263791167E1,-9.257737571E-2,-6.464082286E-2,-3.424000847E-1,3.605368560E-1
2.264794667E1,-2.798453657E-2,-2.256805971E-2,-3.546751446E-1,3.564925101E-1
2.265798067E1,2.383605127E-2,3.242207989E-2,-5.792649436E-1,5.806610229E-1
2.266801567E1,2.050289623E-3,7.508248821E-2,-5.811898470E-1,5.860232265E-1
2.267805067E1,-4.305616432E-2,8.982565776E-2,-5.292028373E-1,5.384961700E-1
2.268808467E1,-6.860179069E-2,2.712055564E-2,-4.345141965E-1,4.407315705E-1
2.269811967E1,-1.160982392E-1,-2.349323541E-2,-3.922914523E-1,4.097844760E-1
2.270815467E1,-1.794132607E-1,2.565612048E-2,-3.643651503E-1,4.069512470E-1
2.271818867E1,-2.671301384E-1,1.978273854E-2,-5.237362754E-1,5.882597673E-1
2.272822367E1,-3.332331855E-1,1.007697451E-1,-5.157390386E-1,6.222424394E-1
2.273825867E1,-4.742816949E-1,2.388470650E-1,-7.112804550E-1,8.876434713E-1
2.274829367E1,-6.888463696E-1,5.806735379E-1,-5.480834967E-1,1.054555166E0
2.275832767E1,-1.093420556E0,1.293420036E0,-4.274145073E-1,1.746764742E0
2.276836267E1,-1.539528612E0,2.515359322E0,2.864118254E-1,2.962973608E0
2.277839767E1,-2.529697280E0,4.199751825E0,2.224822286E0,5.383968604E0
2.278843167E1,-3.209359793E0,4.932959631E0,7.004961428E0,9.148965276E0
2.279846667E1,-2.397111665E0,3.176754257E-1,1.530068285E1,1.549057641E1
2.280850167E1,9.720127711E-1,-1.119403945E1,2.976375673E1,3.181403060E1
2.281853567E1,4.311728051E0,-2.541450651E1,4.612258914E1,5.283731039E1
2.282857067E1,5.330400141E0,-3.296275438E1,5.642276825E1,6.556283337E1
2.283860567E1,2.913935947E0,-3.091031386E1,5.768437753E1,6.550897600E1
2.284863967E1,1.884478083E0,-2.871696012E1,4.542786508E1,5.377644449E1
2.285867467E1,6.736826245E0,-2.950917832E1,2.463330914E1,3.902532962E1
2.286870967E1,1.040223875E1,-2.884932471E1,2.148885666E0,3.074260589E1
2.287874467E1,8.824755857E0,-2.305073216E1,-1.930274177E1,3.133382213E1
2.288877867E1,4.057678518E0,-1.313389301E1,-4.075369444E1,4.300962115E1
2.289881367E1,-3.476907039E0,-5.749688773E0,-6.263551440E1,6.299488446E1
2.290884867E1,-1.082907613E1,1.406553572E-1,-8.099964475E1,8.172044495E1
2.291888267E1,-1.032253184E1,4.835873339E0,-8.768220766E1,8.842007620E1
2.292891767E1,-9.258345609E0,5.492119508E0,-8.728641197E1,8.794770068E1
2.293895267E1,-6.599709622E0,2.639064771E0,-8.060033137E1,8.091312778E1
2.294898667E1,-1.314866600E0,-3.279536614E-1,-6.467600555E1,6.469020113E1
2.295902167E1,7.410648851E0,-8.632962506E0,-4.627086050E1,4.764911636E1
2.296905667E1,1.198485549E1,-1.066621948E1,-3.069483227E1,3.463492063E1
2.297909167E1,1.130369112E1,-1.432554503E1,-1.653322679E1,2.462401798E1
2.298912567E1,8.979408864E0,-1.652013137E1,-3.955102276E0,1.921424883E1
2.299916067E1,7.563695043E0,-1.667008087E1,6.423557573E0,1.940008172E1
2.300919567E1,5.334076286E0,-1.535839837E1,1.492542726E1,2.207036813E1
2.301922967E1,2.210625978E0,-1.454667036E1,1.969424794E1,2.458365082E1
2.302926467E1,2.374335006E-1,-1.458751550E1,2.403348539E1,2.811512766E1
2.303929967E1,-8.591758347E-1,-1.505420750E1,2.866551398E1,3.238948963E1
2.304933367E1,-2.015038222E0,-1.515210393E1,3.271633634E1,3.611101350E1
2.305936867E1,-1.482708879E0,-1.418650058E1,3.290948157E1,3.586766234E1
2.306940367E1,2.306300313E0,-1.180679023E1,2.735876185E1,2.988680590E1
2.307943867E1,2.706335818E0,-6.905392701E0,2.149383849E1,2.273749755E1
2.308947267E1,1.213079878E0,-3.448524362E0,1.714832464E1,1.753365110E1
2.309950767E1,4.786360433E-1,-1.188261809E0,1.375457963E1,1.381410581E1
2.310954267E1,4.065895756E-1,-8.590144515E-2,1.098595108E1,1.099380804E1
2.311957667E1,2.655837874E-1,1.986036032E-1,7.788835065E0,7.795891855E0
2.312961167E1,-1.114317409E-1,7.793461382E-2,4.877967153E0,4.879862127E0
2.313964667E1,-5.454010500E-1,-8.034103543E-1,2.476957149E0,2.660497551E0
2.314968067E1,-2.619922449E-1,-1.714312267E0,3.720296806E-1,1.773672057E0
2.315971567E1,-1.591623795E-1,-1.506372122E0,-5.764881009E-1,1.620749260E0
2.316975067E1,6.474420894E-2,-9.453621854E-1,-1.218816435E0,1.543831265E0
2.317978567E1,5.088563541E-1,-1.428713058E-1,-2.038787273E0,2.106181508E0
2.318981967E1,3.459672883E-1,6.943793705E-1,-2.683453909E0,2.793345835E0
2.319985467E1,-2.479314454E-2,7.892086369E-1,-2.703419226E0,2.816370090E0
2.320988967E1,-2.708578663E-1,4.527398215E-1,-2.582523365E0,2.635861199E0
2.321992367E1,-3.922964224E-1,2.066989271E-1,-2.090908184E0,2.137409171E0
2.322995867E1,-1.549343310E-1,1.332731013E-1,-1.874692767E0,1.885799390E0
2.323999367E1,4.107643414E-1,7.213549152E-2,-1.826582462E0,1.873588632E0
2.325002767E1,8.516927873E-1,1.778547585E-1,-1.630836393E0,1.848415608E0
2.326006267E1,1.066517517E0,2.276987636E-1,-1.226142996E0,1.640954901E0
2.327009767E1,1.263823623E0,3.963954668E-1,-8.077723771E-1,1.551410884E0
2.328013267E1,1.187864856E0,3.547488195E-1,-9.299429315E-1,1.549730137E0
2.329016667E1,5.969108172E-1,8.228242797E-1,-2.030605264E0,2.270836863E0
2.330020167E1,-7.285937682E-2,1.639538511E0,-3.161994715E0,3.562527979E0
2.331023667E1,-3.940576769E-1,2.384502875E0,-2.979938148E0,3.836817272E0
2.332027067E1,-1.569706969E0,3.384537697E0,-2.234779510E0,4.348944107E0
2.333030567E1,-3.175450913E0,4.202224028E0,6.940083647E-1,5.312609800E0
2.334034067E1,-4.355135149E0,3.273795525E0,6.641051191E0,8.590023296E0
2.335037467E1,-3.487700415E0,-3.202505980E0,1.717332383E1,1.781412782E1
2.336040958E1,-2.617338564E0,-1.423124582E1,3.159859663E1,3.475413828E1
2.337044458E1,-2.207368932E0,-2.726301252E1,4.754828065E1,5.485420059E1
2.338047958E1,-2.839712561E0,-3.427514322E1,5.793777715E1,6.737681672E1
2.339051358E1,-2.275130268E0,-3.485046714E1,5.815432059E1,6.783550900E1
2.340054858E1,3.111196445E0,-3.371688382E1,4.947788521E1,5.995472394E1
2.341058358E1,1.009039972E1,-3.264475005E1,3.525918986E1,4.909894440E1
2.342061758E1,1.433387965E1,-2.952562770E1,1.892198161E1,3.788488070E1
2.343065258E1,1.632334449E1,-2.612274934E1,3.029307944E-1,3.080489207E1
2.344068758E1,1.573753651E1,-2.033546999E1,-2.121011287E1,3.333272091E1
2.345072158E1,1.112925464E1,-1.380541883E1,-4.303169950E1,4.654220729E1
2.346075658E1,3.924493563E0,-7.774288362E0,-6.173907075E1,6.235025314E1
2.347079158E1,-1.050583197E0,-3.338499352E0,-7.651349718E1,7.659350203E1
2.348082658E1,-2.729927579E0,-2.191661557E0,-8.523674303E1,8.530860594E1
2.349086058E1,-2.761509852E0,1.233762503E-3,-8.685631886E1,8.690020750E1
2.350089558E1,-1.668106838E-1,-5.974456912E-1,-8.157089433E1,8.157325278E1
2.351093058E1,4.499166981E0,-2.891282956E0,-6.907846310E1,6.928517940E1
2.352096458E1,7.044310266E0,-4.905520402E0,-5.402274818E1,5.470049139E1
2.353099958E1,8.520476110E0,-7.099401562E0,-4.399725255E1,4.537354128E1
2.354103458E1,9.383837382E0,-1.123069682E1,-3.369476263E1,3.673584059E1
2.355106858E1,7.315811691E0,-1.635913998E1,-1.942127653E1,2.642590667E1
2.356110358E1,3.286076140E0,-2.008675516E1,-2.096810948E0,2.046149177E1
2.357113858E1,-1.241934571E0,-2.188150655E1,1.225969451E1,2.511260320E1
2.358117358E1,-4.070105313E0,-2.121329142E1,2.147667808E1,3.046009178E1
2.359120758E1,-4.938613304E0,-1.908858516E1,2.558199883E1,3.229864779E1
2.360124258E1,-3.707593438E0,-1.691855713E1,2.593923798E1,3.119018903E1
2.361127758E1,3.221076152E-1,-1.473432388E1,2.527129884E1,2.925478762E1
2.362131158E1,2.140188664E0,-1.209562748E1,2.491900410E1,2.778203335E1
2.363134658E1,1.382484971E0,-9.597362494E0,2.415972210E1,2.603291769E1
2.364138158E1,1.256528929E0,-6.150136507E0,2.192265691E1,2.280363853E1
2.365141558E1,1.249347087E0,-2.400933698E0,1.899583780E1,1.918768366E1
2.366145058E1,9.454104249E-1,-5.497525844E-1,1.812339814E1,1.815636497E1
2.367148558E1,6.300475730E-1,-1.918275574E-1,1.695661198E1,1.696939739E1
2.368152058E1,1.147758731E0,2.075176835E-3,1.330711677E1,1.335652317E1
2.369155458E1,2.275018732E0,8.316494823E-2,8.512808656E0,8.811954259E0
2.370158958E1,2.680313077E0,1.399238706E-3,4.570444540E0,5.298400083E0
2.371162458E1,1.857417022E0,-4.476341790E-1,2.298305415E0,2.988742567E0
2.372165858E1,6.672246817E-1,-1.380072117E0,1.858579595E0,2.409171214E0
2.373169358E1,-4.896827493E-1,-1.656825220E0,1.937087821E0,2.595605561E0
2.374172858E1,-5.111739711E-1,-1.517416196E0,1.600958290E0,2.264269902E0
2.375176358E1,7.850435190E-2,-1.074979607E0,4.268233538E-1,1.159276613E0
2.376179758E1,4.170076694E-1,-3.120372480E-1,-8.820144743E-1,1.024310584E0
2.377183258E1,6.133020245E-1,4.826423362E-1,-1.590480664E0,1.771640974E0
2.378186758E1,8.221639828E-1,7.007235995E-1,-1.505016006E0,1.852576680E0
2.379190158E1,7.146697205E-1,7.503617826E-1,-1.150557793E0,1.548411719E0
2.380193658E1,4.598392184E-1,1.128353869E0,-1.253523168E0,1.748128969E0
2.381197158E1,1.531541461E-1,1.657180438E0,-1.886072034E0,2.515347076E0
2.382200558E1,-2.376273541E-1,2.039126996E0,-2.232171067E0,3.032670991E0
2.383204058E1,-4.763575661E-1,2.004318814E0,-2.030233966E0,2.892414285E0
2.384207558E1,-6.974832918E-1,1.944423738E0,-1.592592094E0,2.608374243E0
2.385211058E1,-1.034709541E0,2.009761987E0,-8.258905596E-1,2.406628824E0
2.386214458E1,-9.745620840E-1,2.134573144E0,2.804634529E-1,2.363225235E0
2.387217958E1,-1.036837635E0,2.292649988E0,3.132204321E0,4.017708322E0
2.388221458E1,-1.826387457E0,2.588728138E0,8.351013275E0,8.931776265E0
2.389224858E1,-2.578299044E0,-2.564882315E0,1.769697707E1,1.806679952E1
2.390228358E1,-3.843016414E0,-1.444029313E1,3.228269513E1,3.557335022E1
2.391231858E1,-5.228750390E0,-2.693033636E1,4.631526192E1,5.383016193E1
2.392235258E1,-6.136831752E0,-3.298320794E1,5.320442801E1,6.289883838E1
2.393238758E1,-2.695689792E0,-3.249776976E1,4.901977691E1,5.887537950E1
2.394242258E1,5.065318959E0,-3.044695944E1,3.619845617E1,4.757103136E1
2.395245758E1,9.592904577E0,-2.739086072E1,2.158037494E1,3.616622253E1
2.396249158E1,1.137575337E1,-2.380439382E1,7.804793286E0,2.751311920E1
2.397252658E1,1.235551868E1,-1.879971517E1,-6.474383910E0,2.340952326E1
2.398256158E1,1.238587391E1,-1.407742779E1,-2.399738468E1,3.045420032E1
2.399259558E1,9.362187481E0,-8.484799908E0,-4.098377069E1,4.288719906E1
2.400263058E1,4.261857149E0,-4.550525415E-1,-5.516792303E1,5.533416874E1
2.401266558E1,1.704287362E0,5.240455931E0,-6.633783570E1,6.656632346E1
2.402270058E1,4.673252332E0,4.784916902E0,-7.415506250E1,7.445608110E1
2.403273458E1,6.104132953E0,2.601920918E0,-7.720232725E1,7.748696512E1
2.404276958E1,6.279065858E0,3.869454015E0,-7.051083914E1,7.089554132E1
2.405280458E1,7.301374916E0,1.694879776E0,-5.727861351E1,5.776696512E1
2.406283858E1,5.207046695E0,-6.164941657E-1,-3.877986623E1,3.913274109E1
2.407287358E1,4.552808753E0,-7.239990846E0,-2.444859326E1,2.590133679E1
2.408290858E1,3.497401238E0,-1.085553478E1,-1.464586603E1,1.856275418E1
2.409294258E1,1.509464129E0,-1.102703596E1,-6.140210858E0,1.271126246E1
2.410297758E1,-1.740749539E-1,-1.330991174E1,4.259263909E0,1.397588572E1
2.411301258E1,-2.099364720E0,-1.494214445E1,1.360011607E1,2.031349724E1
2.412304758E1,-3.381394233E0,-1.590361966E1,1.999966673E1,2.577490280E1
2.413308158E1,-4.578738815E0,-1.441730539E1,2.206100671E1,2.674904785E1
2.414311658E1,-4.650056135E0,-1.204139456E1,2.067793205E1,2.437611698E1
2.415315158E1,-2.823135120E0,-9.914569266E0,1.842179792E1,2.110998376E1
2.416318558E1,-1.464932027E0,-7.200817425E0,1.688790486E1,1.841735942E1
2.417322058E1,-7.823105304E-1,-4.627405776E0,1.579599581E1,1.647842157E1
2.418325558E1,-1.858292095E-1,-1.982587783E0,1.429869696E1,1.443668665E1
2.419329058E1,5.962718992E-1,2.276304974E-1,1.235979767E1,1.237626576E1
2.420332458E1,1.184877587E0,1.399440435E0,1.084841872E1,1.100229781E1
2.421335958E1,1.100843889E0,1.699869790E0,9.792525011E0,9.999748030E0
2.422339458E1,8.262487015E-1,1.176132638E0,8.674988784E0,8.793259083E0
2.423342858E1,6.269656518E-1,7.938095185E-1,6.919121379E0,6.992671888E0
2.424346358E1,9.641426381E-1,3.656519763E-1,4.925914906E0,5.032684180E0
2.425349858E1,1.187008020E0,1.137796538E-1,3.590095101E0,3.782950791E0
2.426353258E1,1.196893761E0,-2.181357886E-1,3.210219626E0,3.433023150E0
2.427356758E1,1.011617132E0,-4.289602187E-1,3.198988295E0,3.382440273E0
2.428360258E1,9.072644325E-1,-7.858184212E-1,2.965153463E0,3.198870801E0
2.429363758E1,6.080739193E-1,-7.323587903E-1,2.199621956E0,2.396756149E0
2.430367158E1,4.745240985E-1,-4.991102882E-1,7.656256467E-1,1.029789702E0
2.431370658E1,4.235682088E-1,-2.240192570E-1,-5.909617138E-1,7.608090445E-1
2.432374158E1,1.561684224E-1,2.874929756E-2,-1.659597092E0,1.667176537E0
2.433377658E1,2.520290645E-1,5.870969966E-2,-2.168276787E0,2.183664284E0
2.434381058E1,5.918936503E-1,1.206230888E-1,-2.287561156E0,2.365972119E0
2.435384558E1,8.660064058E-1,1.662019886E-1,-2.371631838E0,2.530262392E0
2.436388129E1,8.824456333E-1,5.254996495E-1,-2.834762893E0,3.015085544E0
2.437391529E1,7.553702152E-1,9.678286497E-1,-3.477400544E0,3.687762330E0
2.438395029E1,6.238616574E-1,1.271770135E0,-3.929183323E0,4.176731285E0
2.439398529E1,5.168007102E-1,1.601705564E0,-4.263949283E0,4.584081934E0
2.440401929E1,1.843632212E-1,2.482482768E0,-4.729112245E0,5.344269184E0
2.441405429E1,1.282846224E-2,3.493467231E0,-5.276009926E0,6.327776751E0
2.442408929E1,-5.990654065E-1,5.461436829E0,-4.706349619E0,7.234355419E0
2.443412429E1,-1.473627276E0,8.784938657E0,-2.012284184E0,9.132141709E0
2.444415829E1,-9.969170858E-1,8.569915488E0,4.282399587E0,9.632042430E0
2.445419329E1,-2.219276349E-1,7.052136764E-1,1.506444715E1,1.508257757E1
2.446422829E1,-2.057009682E0,-1.138873419E1,3.052679966E1,3.264689959E1
2.447426229E1,-5.335998850E0,-2.350607823E1,4.581576937E1,5.176961773E1
2.448429729E1,-6.702513029E0,-3.242137939E1,5.542028418E1,6.455600221E1
2.449433229E1,-2.390564830E0,-3.487705326E1,5.363175189E1,6.401943810E1
2.450436729E1,4.148651546E0,-3.275772995E1,4.291365591E1,5.414667159E1
2.451440129E1,8.953662404E0,-2.988808257E1,2.972387170E1,4.309262233E1
2.452443629E1,1.116614940E1,-2.648351085E1,1.633930271E1,3.306103526E1
2.453447129E1,1.232124347E1,-2.234629003E1,1.549122139E0,2.556500534E1
2.454450529E1,1.200411856E1,-1.715962965E1,-1.480979155E1,2.564920423E1
2.455454029E1,9.283830113E0,-1.122395381E1,-3.196878151E1,3.513075052E1
2.456457529E1,5.086186502E0,-4.712800560E0,-4.820763608E1,4.870375713E1
2.457461029E1,8.048127358E-1,8.244851813E-1,-6.142879410E1,6.143959834E1
2.458464429E1,-2.066244190E0,2.711768758E0,-7.053544890E1,7.061779242E1
2.459467929E1,-2.363462839E0,3.032004679E0,-7.328997396E1,7.339073029E1
2.460471429E1,5.390789673E-1,2.559884993E0,-6.859684899E1,6.864671375E1
2.461474829E1,3.525562305E0,-1.841849542E-1,-5.714912341E1,5.725806337E1
2.462478329E1,4.632686981E0,-4.394231387E0,-4.223293709E1,4.271290243E1
2.463481829E1,5.440057070E0,-7.923672443E0,-2.947555917E1,3.100302234E1
2.464485329E1,5.757383709E0,-1.048870035E1,-1.924622493E1,2.266224782E1
2.465488729E1,4.494814606E0,-1.189269518E1,-9.899151328E0,1.611312366E1
2.466492229E1,1.787151763E0,-1.241557075E1,-1.160923737E0,1.259714461E1
2.467495729E1,-1.117439310E0,-1.272081646E1,6.444256132E0,1.430371557E1
2.468499129E1,-2.995853684E0,-1.255636819E1,1.154511213E1,1.731840453E1
2.469502629E1,-4.111124116E0,-1.228739978E1,1.434646871E1,1.933139155E1
2.470506129E1,-4.707242197E0,-1.123966294E1,1.635237943E1,2.039334364E1
2.471509629E1,-3.423256497E0,-9.737902077E0,1.746667513E1,2.028867078E1
2.472513029E1,-2.247007207E0,-6.868774513E0,1.730921195E1,1.875734318E1
2.473516529E1,-1.102037306E0,-3.539938562E0,1.531177268E1,1.575423860E1
2.474520029E1,1.658900397E-1,-5.280053276E-1,1.240425054E1,1.241659134E1
2.475523429E1,1.118604149E0,1.548680089E0,1.005249222E1,1.023241345E1
2.476526929E1,1.808882355E0,1.836143390E0,9.686818462E0,1.002386801E1
2.477530429E1,2.252518793E0,1.078606489E0,1.069995909E1,1.098755466E1
2.478533929E1,2.308060325E0,4.030076444E-1,1.123355377E1,1.147529032E1
2.479537329E1,2.252930875E0,7.034141958E-2,1.023226019E1,1.047758531E1
2.480540829E1,2.020234204E0,-4.117580026E-2,8.586187704E0,8.820751724E0
2.481544329E1,1.403560237E0,1.159956023E-1,6.789655838E0,6.934180753E0
2.482547729E1,6.265102999E-1,3.294815388E-1,5.143127273E0,5.191611636E0
2.483551229E1,-2.353153467E-2,4.655918553E-2,3.851749231E0,3.852102494E0
2.484554729E1,-2.641592961E-1,-3.706732728E-1,2.729935765E0,2.767621377E0
2.485558129E1,-8.548344232E-2,-6.019236352E-1,1.801572166E0,1.901389426E0
2.486561629E1,3.430573118E-1,-5.874184473E-1,8.713842362E-1,1.105467882E0
2.487565129E1,8.344837739E-1,-4.072050682E-1,-4.817579448E-2,9.297849448E-1
2.488568629E1,9.319119814E-1,-7.704876065E-2,-6.961659873E-1,1.165780226E0
2.489572029E1,6.589787921E-1,3.799218138E-1,-1.410341983E0,1.602391383E0
2.490575529E1,3.366610060E-1,1.145879582E0,-2.411397582E0,2.690951309E0
2.491579029E1,1.206185572E-2,2.168918081E0,-3.139948958E0,3.816232512E0
2.492582529E1,-4.967121258E-1,2.945331402E0,-2.293434100E0,3.765838548E0
2.493585929E1,-1.028245444E0,2.840802482E0,9.606197637E-1,3.170210997E0
2.494589429E1,-1.994431172E0,3.588816900E0,5.508951888E0,6.870655962E0
2.495592929E1,-2.162972047E0,4.999999713E0,1.106637602E1,1.233463107E1
2.496596329E1,1.677963416E-1,1.254101458E0,1.888442846E1,1.892676846E1
2.497599829E1,2.510332179E0,-8.724627551E0,3.061284495E1,3.193066190E1
2.498603329E1,3.443670150E-1,-2.161710715E1,4.667040776E1,5.143486046E1
2.499606829E1,-4.724512825E0,-2.985698474E1,5.871733262E1,6.604154532E1
2.500610229E1,-6.337584207E0,-3.218242006E1,5.694839084E1,6.571904103E1
2.501613729E1,-2.390431952E0,-3.119987967E1,3.945268896E1,5.035535049E1
2.502617229E1,2.176814161E0,-2.599584371E1,1.639249834E1,3.080968049E1
2.503620629E1,4.390843218E0,-2.137218600E1,-3.792426304E0,2.214570694E1
2.504624129E1,6.332823989E0,-1.801859849E1,-1.966695782E1,2.741466362E1
2.505627629E1,7.812059621E0,-1.342132459E1,-3.125859507E1,3.490358141E1
2.506631129E1,9.216651453E0,-8.695580338E0,-4.306055200E1,4.488619966E1
2.507634529E1,9.665548046E0,-3.892216641E0,-5.335297068E1,5.436093864E1
2.508638029E1,9.187694871E0,5.147669390E-1,-6.022278015E1,6.092176927E1
2.509641529E1,9.954419210E0,1.932646276E0,-6.259236663E1,6.340843748E1
2.510644929E1,1.090455316E1,1.175173109E0,-5.940170945E1,6.040573977E1
2.511648429E1,9.691860516E0,1.490748800E0,-5.204292306E1,5.295866627E1
2.512651929E1,7.442849468E0,5.038922873E-1,-4.337451005E1,4.401133988E1
2.513655429E1,6.614842801E0,-1.434170849E0,-3.515746468E1,3.580307688E1
2.514658829E1,6.569026358E0,-4.475790982E0,-2.669725699E1,2.785549035E1
2.515662329E1,4.649605022E0,-7.153809904E0,-1.774135510E1,1.968632784E1
2.516665829E1,2.113546557E0,-8.422910054E0,-9.491433166E0,1.286467242E1
2.517669229E1,1.940623340E0,-1.014390174E1,-3.668547778E0,1.096006406E1
2.518672729E1,1.601072311E0,-1.139996669E1,1.094002354E0,1.156371542E1
2.519676229E1,-6.059817490E-1,-1.153297448E1,4.981582738E0,1.257747513E1
2.520679729E1,-3.029081656E0,-1.137423544E1,8.946270354E0,1.478459741E1
2.521683129E1,-4.088237529E0,-9.669488484E0,1.262363456E1,1.641855180E1
2.522686629E1,-3.275210259E0,-8.792991443E0,1.471486201E1,1.745195876E1
2.523690129E1,-2.106164301E0,-6.776773252E0,1.497163196E1,1.656835379E1
2.524693629E1,4.086334699E-1,-5.006240446E0,1.400265243E1,1.487627977E1
2.525697029E1,1.946173517E0,-4.456822030E0,1.502736411E1,1.579469930E1
2.526700529E1,1.675210181E0,-4.018286996E0,1.741401393E1,1.794995378E1
2.527704029E1,9.315926503E-1,-3.088934340E0,1.849388123E1,1.877319960E1
2.528707429E1,5.118836039E-1,-1.928674408E0,1.755136035E1,1.766442923E1
2.529710929E1,4.803618855E-1,-2.465028244E-1,1.564666026E1,1.565597293E1
