"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.793569167E0,-7.160005380E1,-1.435780412E1,-1.947722152E1,7.557827996E1
9.803604167E0,-6.153682258E1,-1.494968151E1,-2.082222028E1,6.666212094E1
9.813638167E0,-4.956854980E1,-1.637516135E1,-1.532878807E1,5.440734125E1
9.823673167E0,-3.942948721E1,-1.719152153E1,-7.364617816E0,4.364023911E1
9.833707167E0,-2.777828788E1,-1.658551025E1,-8.288925201E-1,3.236355189E1
9.843742167E0,-1.503278565E1,-1.462241285E1,7.283823913E-1,2.098404496E1
9.853777167E0,-4.135348545E0,-1.160341588E1,2.125094515E-1,1.232012695E1
9.863811167E0,3.528419840E0,-8.444544752E0,-1.546442360E-1,9.153359901E0
9.873846167E0,8.942209463E0,-6.263397658E0,2.749109370E-1,1.092102726E1
9.883880167E0,1.342302379E1,-4.766825909E0,1.405403425E0,1.431346763E1
9.893915167E0,1.699596608E1,-4.596474882E0,3.352796963E0,1.792293759E1
9.903950167E0,2.017319104E1,-4.548662492E0,5.408723010E0,2.137527197E1
9.913984167E0,2.216863992E1,-4.007541860E0,6.876473542E0,2.355408406E1
9.924019167E0,2.202486858E1,-3.205995890E0,7.087608898E0,2.335824149E1
9.934053167E0,2.071154652E1,-2.413149262E0,5.588730129E0,2.158762037E1
9.944088167E0,1.907068683E1,-1.307981211E0,3.317482120E0,1.940122673E1
9.954123167E0,1.764982162E1,9.109077595E-2,1.326551968E0,1.769983731E1
9.964157167E0,1.651513551E1,1.323305009E0,1.169712102E-1,1.656847969E1
9.974192167E0,1.534409959E1,2.283896414E0,-6.187207854E-1,1.552547553E1
9.984226167E0,1.364159622E1,3.016864484E0,-8.900848013E-1,1.399953105E1
9.994261167E0,1.110692530E1,3.351470230E0,-5.637411708E-1,1.161524629E1
1.000429617E1,8.124820755E0,3.085420456E0,-3.672454888E-1,8.698701106E0
1.001433017E1,4.903713613E0,2.343038661E0,-1.381252670E-1,5.436480107E0
1.002436517E1,1.543084304E0,1.472861583E0,1.073630655E-1,2.135873882E0
1.003439917E1,-1.471502544E0,4.244429523E-1,2.168632883E-1,1.546771231E0
1.004443417E1,-3.557463252E0,-5.035857470E-1,4.992235780E-1,3.627446426E0
1.005446917E1,-4.610100649E0,-1.062183926E0,7.331852943E-1,4.787360793E0
1.006450317E1,-4.575776908E0,-1.104592100E0,1.767315084E-1,4.710529911E0
1.007453817E1,-3.912360299E0,-1.052549396E0,-6.412501073E-1,4.101905050E0
1.008457217E1,-3.138797934E0,-1.045523528E0,-9.417630780E-1,3.439780460E0
1.009460717E1,-2.651008294E0,-1.124328353E0,-4.015820932E-1,2.907443447E0
1.010464217E1,-2.552484464E0,-1.248515612E0,4.430335897E-1,2.875803703E0
1.011467617E1,-2.624194717E0,-1.362786286E0,9.078077120E-1,3.093169768E0
1.012471117E1,-2.674125261E0,-1.209987212E0,7.567419720E-1,3.031117513E0
1.013474517E1,-2.507882488E0,-9.194215979E-1,3.427906787E-1,2.693012458E0
1.014478017E1,-2.224679760E0,-7.615408549E-1,-2.922730744E-2,2.351594937E0
1.015481517E1,-1.966066914E0,-6.159144873E-1,-1.541027838E-1,2.066039069E0
1.016484917E1,-1.819237189E0,-5.892457753E-1,-2.613214231E-1,1.930057880E0
1.017488417E1,-1.628289638E0,-5.751721850E-1,-5.157969260E-1,1.802275411E0
1.018491817E1,-1.338328406E0,-2.226627029E-1,-7.746876615E-1,1.562319614E0
1.019495317E1,-1.109037738E0,9.862937182E-2,-9.901604819E-1,1.490003436E0
1.020498817E1,-7.573707669E-1,2.770287985E-1,-1.081527904E0,1.349095268E0
1.021502217E1,-3.279894756E-1,3.415387168E-1,-9.457555568E-1,1.057676399E0
1.022505717E1,4.311137483E-2,2.511999658E-1,-6.679648662E-1,7.149385120E-1
1.023509117E1,2.912160623E-1,1.109037738E-1,-4.501303554E-1,5.474703451E-1
1.024512617E1,5.202095273E-1,3.305737987E-2,-2.849558687E-1,5.940627827E-1
1.025516117E1,7.632361820E-1,1.121009181E-1,-2.707249153E-1,8.175500383E-1
1.026519517E1,8.758980674E-1,3.023921927E-1,-4.934278178E-1,1.049814019E0
1.027523017E1,9.214188606E-1,4.173089837E-1,-6.116468239E-1,1.182062326E0
1.028526417E1,9.319562741E-1,4.496215014E-1,-7.552380681E-1,1.281048996E0
1.029529917E1,9.640061056E-1,4.230546040E-1,-7.092485476E-1,1.269376411E0
1.030533417E1,1.003848741E0,3.746194855E-1,-5.092860514E-1,1.186349162E0
1.031536817E1,1.017595764E0,2.997511516E-1,-4.663452691E-1,1.158805334E0
1.032540317E1,9.970671400E-1,2.387018348E-1,-3.618637115E-1,1.087228952E0
1.033543717E1,1.000045712E0,1.780855042E-1,-2.589100313E-1,1.048255826E0
1.034546817E1,1.096477554E0,6.083318911E-2,-4.839155674E-2,1.099229478E0
1.035550317E1,1.115052257E0,-6.586230621E-3,8.379761696E-2,1.118215970E0
1.036553717E1,1.192996446E0,-8.861864626E-2,1.802626419E-1,1.209788579E0
1.037557217E1,1.294791647E0,-1.737598803E-1,2.477558827E-1,1.329684505E0
1.038560617E1,1.310566411E0,-1.976775505E-1,3.397764391E-1,1.368250255E0
1.039564117E1,1.375622825E0,-1.745338324E-1,3.631810892E-1,1.433422728E0
1.040567617E1,1.470585554E0,-2.330559826E-1,4.088548601E-1,1.544052868E0
1.041571017E1,1.555384068E0,-3.304706684E-1,3.880615765E-1,1.636771899E0
1.042574517E1,1.723055754E0,-5.402815568E-1,4.756639767E-1,1.867372890E0
1.043577917E1,2.112357525E0,-8.819746401E-1,6.957876724E-1,2.392499543E0
1.044581417E1,2.884248464E0,-1.444548195E0,8.089125842E-1,3.325650050E0
1.045584917E1,4.069644552E0,-2.211225902E0,9.567325348E-1,4.729361893E0
1.046588317E1,6.245551956E0,-2.865803422E0,1.657589158E0,7.068758753E0
1.047591817E1,1.002614583E1,-3.852079014E0,2.542848253E0,1.103758082E1
1.048595217E1,1.557241231E1,-5.483665604E0,3.365966063E0,1.684934246E1
1.049598717E1,2.219287780E1,-6.414663958E0,3.519279472E0,2.336786397E1
1.050602217E1,2.946882785E1,-5.523002747E0,2.801899202E0,3.011255574E1
1.051605617E1,3.553807164E1,-3.371357780E0,8.713298571E-1,3.570825961E1
1.052609117E1,3.822938362E1,-6.730265084E-1,-1.039585242E0,3.824943756E1
1.053612517E1,3.607058926E1,1.627465911E0,-2.241410252E0,3.617678779E1
1.054616017E1,3.027470982E1,2.003308269E0,-3.804889060E0,3.057856242E1
1.055619517E1,2.153243011E1,1.129390434E0,-5.579049479E0,2.227210952E1
1.056622917E1,7.361280810E0,-2.479593074E0,-8.754326729E0,1.170363505E1
1.057626417E1,-1.193083891E1,-9.249291195E0,-9.790554500E0,1.799303371E1
1.058629817E1,-3.381152217E1,-1.654238821E1,-6.779830177E0,3.824703566E1
1.059633317E1,-5.555983149E1,-2.047734449E1,-8.674123980E0,5.984527499E1
1.060636817E1,-6.859414524E1,-1.886894035E1,-1.386909968E1,7.248134655E1
1.061640217E1,-6.814251566E1,-1.822059056E1,-1.669467777E1,7.248520281E1
1.062643717E1,-6.174261651E1,-1.898997304E1,-1.527981297E1,6.637953339E1
1.063647217E1,-5.508581409E1,-2.041747134E1,-1.053118388E1,5.968438559E1
1.064650617E1,-4.645014549E1,-2.215060243E1,-5.930789321E0,5.180192531E1
1.065654117E1,-3.411707661E1,-2.207513826E1,-3.136278076E0,4.075687532E1
1.066657517E1,-2.082893990E1,-2.032725816E1,-3.279889786E0,2.928822013E1
1.067661017E1,-7.621132243E0,-1.750287407E1,-3.973066092E0,1.949916695E1
1.068664517E1,4.122246104E0,-1.341545515E1,-4.542225292E0,1.475124268E1
1.069667917E1,1.399258352E1,-9.561581628E0,-3.931998172E0,1.739761037E1
1.070671417E1,2.184093155E1,-6.055458391E0,-2.633411098E0,2.281731188E1
1.071674817E1,2.693257701E1,-2.984380862E0,-1.200689481E0,2.712400945E1
1.072678317E1,2.902157666E1,-5.169850072E-1,-2.922058314E-1,2.902765181E1
1.073681817E1,2.858956332E1,1.447247270E0,-1.165806162E-1,2.862640820E1
1.074685217E1,2.597070302E1,2.260028079E0,-7.822030878E-1,2.608058634E1
1.075688717E1,2.200945532E1,2.123086435E0,-1.129885547E0,2.214046659E1
1.076692117E1,1.725357686E1,1.551143229E0,-9.949645543E-1,1.735171214E1
1.077695617E1,1.269165873E1,7.891836400E-1,-6.872805583E-1,1.273473073E1
1.078699117E1,9.481627386E0,2.987328590E-1,-6.619814104E-1,9.509401589E0
1.079702517E1,7.583860921E0,3.539051393E-1,-1.239194566E0,7.692580743E0
1.080706017E1,6.259239703E0,3.741103392E-1,-1.345402806E0,6.413123180E0
1.081709417E1,4.786618149E0,8.958241358E-2,-8.991158259E-1,4.871154646E0
1.082712917E1,3.382835280E0,-3.457194029E-1,3.255320370E-2,3.400611143E0
1.083716417E1,2.127734825E0,-7.331183437E-1,9.612758213E-1,2.447196191E0
1.084719817E1,1.123336008E0,-8.454355357E-1,1.489144324E0,2.047973596E0
1.085723317E1,5.516042514E-1,-6.324000540E-1,1.599474851E0,1.806243859E0
1.086726717E1,6.662359907E-1,-4.053125437E-1,1.171537603E0,1.407355324E0
1.087730217E1,1.023355856E0,-4.884850203E-1,7.029563588E-1,1.334174826E0
1.088733717E1,1.107857551E0,-5.505521911E-1,6.399906170E-1,1.392854644E0
1.089737117E1,6.935408067E-1,-6.152210806E-1,9.369601750E-1,1.318100982E0
1.090740617E1,2.031648700E-1,-6.705205379E-1,1.041634691E0,1.255339231E0
1.091744017E1,-2.970047144E-1,-5.077366123E-1,8.570228899E-1,1.039469337E0
1.092747517E1,-6.984269594E-1,-2.357706255E-1,4.228279513E-1,8.498067321E-1
1.093751017E1,-9.111141662E-1,-9.566307932E-2,2.072662532E-2,9.163569401E-1
1.094754417E1,-1.050792600E0,-1.463316880E-2,-1.744376457E-1,1.065273538E0
1.095757917E1,-9.749196412E-1,-2.262360826E-2,-2.228824121E-1,1.000328298E0
1.096761417E1,-8.224518120E-1,-3.103840940E-2,-1.911098117E-1,8.449339182E-1
1.097764817E1,-5.213696149E-1,6.112474591E-2,-1.759263468E-1,5.536357913E-1
1.098768317E1,-4.861561473E-2,1.063073507E-1,-3.386069959E-1,3.582170131E-1
1.099771717E1,1.575888938E-1,2.516830190E-1,-4.623884583E-1,5.495286051E-1
1.100775217E1,1.785557666E-1,4.288877133E-1,-4.911152440E-1,6.760332945E-1
1.101778717E1,1.883618396E-1,3.963472272E-1,-4.284558964E-1,6.133072332E-1
1.102782117E1,1.744451740E-1,3.481950409E-1,-3.148392338E-1,5.007940179E-1
1.103785617E1,1.662576833E-1,2.110260860E-1,-1.381960183E-1,3.021121741E-1
1.104789017E1,1.085666417E-1,2.804244228E-2,-5.600346208E-2,1.253374726E-1
1.105792517E1,1.400420940E-1,1.118995547E-1,-1.645406485E-3,1.792651828E-1
1.106796017E1,2.543085650E-1,6.540995099E-2,-2.389417899E-1,3.550274452E-1
1.107799417E1,5.291095743E-1,1.345982265E-1,-4.382435507E-1,7.000935894E-1
1.108802917E1,7.752717984E-1,1.839598364E-1,-5.171517259E-1,9.499123593E-1
1.109806317E1,7.531800675E-1,1.510403777E-1,-3.175307071E-1,8.312154713E-1
1.110809817E1,5.514014261E-1,6.885140285E-2,-8.313454270E-2,5.618677786E-1
1.111813317E1,3.249806446E-1,-9.145776182E-3,9.720996022E-3,3.252546116E-1
1.112816717E1,1.756565709E-1,-7.262695000E-2,-3.818699598E-2,1.938766397E-1
1.113820217E1,1.178755552E-1,-1.322882840E-1,-9.060845375E-2,1.990093679E-1
1.114823717E1,1.900176249E-1,-2.218331292E-1,-1.888182878E-2,2.926997753E-1
1.115827117E1,3.936661327E-1,-2.226572943E-1,1.840662557E-1,4.882926184E-1
1.116830617E1,6.316712717E-1,-1.941521180E-1,1.744399846E-1,6.834712493E-1
1.117834017E1,6.373117152E-1,-7.135225698E-2,2.718078196E-2,6.418692716E-1
1.118837517E1,5.206376531E-1,9.153669924E-3,-1.925447184E-1,5.551763901E-1
1.119840917E1,3.913286351E-1,1.051037014E-1,-3.043317872E-1,5.067570675E-1
1.120844417E1,1.933267469E-1,1.393625379E-1,-2.018645954E-1,3.123242913E-1
1.121847917E1,-3.652189169E-2,4.740863979E-2,6.944913447E-2,9.167665994E-2
1.122851317E1,-1.542659577E-1,-9.192407727E-2,4.399573696E-1,4.751952322E-1
1.123854817E1,-1.727530263E-1,-1.616323896E-1,6.399672282E-1,6.822951638E-1
1.124858317E1,-1.383182251E-1,-1.427289261E-1,5.419462591E-1,5.772427787E-1
1.125861717E1,-3.194512982E-2,-4.201560661E-2,2.639877534E-1,2.692124374E-1
1.126865217E1,5.186480284E-2,3.051954210E-2,-6.886792123E-2,9.145595004E-2
1.127868617E1,1.489113699E-1,1.331250206E-1,-2.688567299E-1,3.349340359E-1
1.128872117E1,2.636338141E-1,1.654824887E-1,-4.594239199E-1,5.549392581E-1
1.129875617E1,3.073247577E-1,2.049386229E-1,-4.788711745E-1,6.047858692E-1
1.130879017E1,1.821924423E-1,1.804643708E-1,-2.335044640E-1,3.468224472E-1
1.131882517E1,-4.967191424E-2,1.104224749E-1,-3.178721845E-2,1.251832628E-1
1.132885917E1,-2.473939401E-1,2.294885963E-2,1.580923390E-1,2.944887085E-1
1.133889417E1,-3.643428213E-1,-3.140773416E-2,2.413473344E-1,4.381559916E-1
1.134892904E1,-3.646691325E-1,-1.129518342E-1,1.863805836E-1,4.248286890E-1
1.135896304E1,-3.028610298E-1,-1.523790246E-1,2.146331602E-1,4.012624627E-1
1.136899804E1,-2.448180954E-1,-1.630532630E-1,2.286337334E-1,3.725528828E-1
1.137903204E1,-2.585608064E-1,-1.237845321E-1,1.903075737E-1,3.440832364E-1
1.138906704E1,-2.905118565E-1,-3.844807416E-2,1.156199187E-1,3.150291396E-1
1.139910204E1,-3.112534653E-1,-1.047250941E-2,1.615878046E-2,3.118485198E-1
1.140913604E1,-3.276599119E-1,-4.332055897E-2,-2.575172246E-2,3.315129558E-1
1.141917104E1,-2.420757513E-1,-3.129342109E-2,4.703558743E-2,2.485805585E-1
1.142920604E1,-1.652188889E-1,-6.984206736E-2,8.714222431E-2,1.994215708E-1
1.143924004E1,-6.670280691E-2,-1.397735971E-1,1.390345091E-1,2.081262060E-1
1.144927504E1,-7.656271085E-3,-2.175576451E-1,1.840457904E-1,2.850663088E-1
1.145930904E1,4.752152760E-2,-2.416243462E-1,1.970593536E-1,3.153934196E-1
1.146934404E1,8.757703789E-2,-1.608590953E-1,5.753133953E-2,1.919771891E-1
1.147937904E1,3.262972914E-2,-1.548854336E-2,-1.066146219E-1,1.125667437E-1
1.148941304E1,-2.375610430E-2,2.742987335E-2,-1.751018894E-1,1.788223199E-1
1.149944804E1,-1.413661594E-1,3.554156944E-2,-2.103138220E-1,2.558896206E-1
1.150948204E1,-2.379966605E-1,6.919361115E-2,-2.029650414E-1,3.203513295E-1
1.151951704E1,-2.795209549E-1,1.796513155E-2,-2.520489085E-1,3.768067972E-1
1.152955204E1,-3.010055255E-1,-2.703957170E-2,-2.941020834E-1,4.217007236E-1
1.153958604E1,-2.495910314E-1,-9.180757150E-2,-2.637883633E-1,3.745779141E-1
1.154962104E1,-1.049069425E-1,-1.597131872E-1,-2.543755156E-1,3.181519632E-1
1.155965504E1,3.574859742E-2,-1.380685490E-1,-2.807318401E-1,3.148829187E-1
1.156969004E1,1.296075914E-1,-3.835159510E-2,-2.883881843E-1,3.184913146E-1
1.157972504E1,1.413053484E-1,-1.347866531E-1,-2.517173713E-1,3.185848056E-1
1.158975904E1,7.933801867E-2,-5.345656112E-2,-1.935942936E-1,2.159418339E-1
1.159979404E1,-3.571760718E-2,-9.570284039E-3,-6.166415155E-2,7.190135872E-2
1.160982904E1,-1.095982368E-1,-6.508901194E-2,-5.748456180E-2,1.398314264E-1
1.161986304E1,-1.426289752E-1,4.013031811E-2,-6.280318916E-2,1.609276470E-1
1.162989804E1,-1.543590380E-1,4.484156594E-2,-1.201807469E-1,2.007009980E-1
1.163993204E1,-1.309980228E-1,8.437122881E-2,-1.665906823E-1,2.281040150E-1
1.164996704E1,-8.918546073E-2,1.781094047E-1,-2.007635647E-1,2.828126860E-1
1.166000204E1,-6.410748370E-2,1.413934220E-1,-1.440297854E-1,2.117698004E-1
1.167003604E1,-6.232390020E-2,1.633212116E-1,-9.422378719E-2,1.985855201E-1
1.168007104E1,-1.284481251E-1,6.370234475E-2,9.138730288E-2,1.700251414E-1
1.169010504E1,-1.580002454E-1,-3.154572845E-2,2.315661120E-1,2.821029507E-1
1.170014004E1,-1.701176497E-1,-5.505899057E-2,2.394814879E-1,2.988693531E-1
1.171017504E1,-1.529244968E-1,-6.097710371E-2,1.671186858E-1,2.345906308E-1
1.172020904E1,-2.705747880E-2,-2.797293350E-2,5.367159247E-2,6.629654596E-2
1.173024404E1,5.838284031E-2,2.089327097E-2,-5.574735403E-2,8.338376518E-2
1.174027904E1,1.631069477E-1,6.318793595E-2,-1.463675022E-1,2.280790156E-1
1.175031304E1,2.522740263E-1,9.787361920E-2,-1.959863895E-1,3.341138946E-1
1.176034804E1,1.901586889E-1,7.681077898E-2,-2.447071445E-1,3.192832744E-1
1.177038204E1,6.985208072E-2,2.928256363E-2,-1.579637003E-1,1.751836531E-1
1.178041704E1,-4.766960833E-2,2.165223956E-3,-1.204000175E-1,1.295115592E-1
1.179045204E1,-8.953925382E-2,2.937626526E-2,-9.949972987E-2,1.370417425E-1
1.180048604E1,-8.134993594E-2,6.199291125E-2,-1.228821605E-1,1.598779488E-1
1.181052104E1,-1.097993810E-2,6.356157303E-2,-1.811537576E-1,1.922948686E-1
1.182055504E1,5.844069120E-2,4.766109332E-2,-2.357901406E-1,2.475558212E-1
1.183059004E1,1.196891057E-1,1.504327789E-2,-2.089794874E-1,2.412969299E-1
1.184062504E1,1.483167446E-1,-2.935594618E-3,-1.867980748E-1,2.385371988E-1
1.185065904E1,1.043925337E-1,-2.101109236E-2,-1.248538417E-1,1.640967668E-1
1.186069404E1,7.887309194E-3,-1.528637588E-2,-1.172284877E-1,1.184837595E-1
1.187072804E1,-4.667079426E-2,-4.585269570E-2,-1.536689204E-1,1.670172741E-1
1.188076304E1,-7.565536916E-2,-6.031402946E-3,-2.156745493E-1,2.286386318E-1
1.189079804E1,-8.173267275E-2,-4.358236805E-2,-2.609191346E-1,2.768726195E-1
1.190083204E1,-3.498637632E-2,-4.598718166E-2,-2.102226055E-1,2.180192910E-1
1.191086704E1,5.332057681E-2,-1.029826239E-1,-7.591907859E-2,1.386081211E-1
1.192090204E1,1.077807029E-1,-8.194083363E-2,2.379933715E-2,1.374677729E-1
1.193093604E1,2.092886955E-1,-5.951076820E-2,7.336618423E-2,2.296211806E-1
1.194097104E1,2.179651595E-1,1.417993650E-2,1.238323331E-1,2.510862961E-1
1.195100504E1,1.798174130E-1,6.778238565E-2,1.177138066E-1,2.253559276E-1
1.196104004E1,1.361182833E-1,3.296762511E-2,6.202375531E-2,1.531730968E-1
1.197107504E1,1.232848875E-2,2.518995121E-2,9.409339428E-2,9.818397081E-2
1.198110904E1,-8.413989834E-2,-3.361798167E-2,1.260256237E-1,1.552164586E-1
1.199114404E1,-9.607300568E-2,-7.295673296E-2,9.776836932E-2,1.552783351E-1
1.200117904E1,-1.116225063E-1,-8.353113011E-2,9.322800636E-3,1.397281225E-1
1.201121304E1,-7.540064983E-2,-7.228211045E-2,-4.698179305E-2,1.145305652E-1
1.202124804E1,-3.374669351E-2,-4.397734746E-2,-1.353355604E-1,1.462482832E-1
1.203128204E1,1.623221783E-2,1.278917626E-2,-1.833792078E-1,1.845399192E-1
1.204131704E1,4.950934337E-2,6.532509327E-2,-2.084462214E-1,2.239829683E-1
1.205135204E1,3.365942381E-2,1.245171882E-1,-2.046256506E-1,2.418866343E-1
1.206138604E1,-1.146565899E-3,9.776398391E-2,-2.061213684E-1,2.281340169E-1
1.207142104E1,-6.645654777E-2,6.564785957E-2,-1.745803177E-1,1.980010140E-1
1.208145504E1,-1.087089301E-1,6.186719611E-2,-1.543945599E-1,1.987029480E-1
1.209149004E1,-1.293915551E-1,3.129751414E-2,-1.800872254E-1,2.239489176E-1
1.210152504E1,-1.403442854E-1,-1.093122348E-2,-1.574070454E-1,2.111705188E-1
1.211155904E1,-1.152262915E-1,-1.215051413E-2,-9.395306110E-2,1.491707442E-1
1.212159404E1,-5.106587218E-2,-7.287589520E-2,-5.463755250E-2,1.044216527E-1
1.213162904E1,5.401643202E-2,-5.336929142E-2,-6.031695306E-2,9.697520828E-2
1.214166304E1,1.487240580E-1,-1.034226269E-3,-8.853093803E-2,1.730827607E-1
1.215169804E1,2.259143396E-1,3.769217536E-2,-2.006015968E-1,3.044650876E-1
1.216173204E1,2.075628715E-1,7.138850972E-2,-2.164112985E-1,3.082410016E-1
1.217176704E1,1.468343841E-1,6.859471008E-2,-1.514762145E-1,2.218346550E-1
1.218180204E1,5.987643845E-2,2.128401116E-2,-1.215717995E-1,1.371783491E-1
1.219183604E1,-1.036181249E-1,-1.106263965E-2,-1.105825424E-2,1.047920931E-1
1.220187104E1,-2.218336957E-1,-8.457529664E-2,1.155643702E-1,2.640422182E-1
1.221190504E1,-2.331565547E-1,-1.515957901E-1,1.531917876E-1,3.175074587E-1
1.222194004E1,-1.587291008E-1,-1.833024631E-1,1.358939695E-1,2.779602335E-1
1.223197504E1,-3.015312267E-2,-1.862905365E-1,8.106696725E-2,2.053904282E-1
1.224200904E1,1.913437368E-2,-1.339481623E-1,9.490615726E-3,1.356403562E-1
1.225204404E1,2.892297814E-2,-8.329490259E-2,-1.009872615E-1,1.340634419E-1
1.226207904E1,7.162199635E-2,-5.187079623E-2,-1.926657557E-1,2.119914699E-1
1.227211304E1,8.796759535E-2,-4.959637552E-2,-2.542281657E-1,2.735508336E-1
1.228214804E1,3.800595157E-2,-4.152853355E-2,-1.918225873E-1,1.999124219E-1
1.229218204E1,-3.264040031E-2,-3.948917091E-3,-5.969188571E-2,6.814771381E-2
1.230221704E1,-6.282458631E-2,-2.927350044E-2,4.637426734E-3,6.946489905E-2
1.231225204E1,-9.473912789E-2,-4.211018533E-2,2.019686759E-2,1.056252031E-1
1.232228604E1,-1.025753288E-1,-3.948610112E-2,-3.436759472E-2,1.151606783E-1
1.233232104E1,-8.152717967E-3,3.142352164E-2,-1.855894554E-1,1.884074055E-1
1.234235504E1,1.015578036E-1,1.278593105E-1,-2.925747907E-1,3.350552177E-1
1.235239417E1,1.755851617E-1,1.273706295E-1,-3.439724010E-1,4.066576434E-1
1.236242917E1,2.024774750E-1,1.001313753E-1,-3.290888983E-1,3.991527567E-1
1.237246317E1,2.077397132E-1,6.252033010E-2,-2.497930527E-1,3.308491337E-1
1.238249817E1,1.561464222E-1,3.056105733E-2,-9.862791002E-2,1.871981518E-1
1.239253317E1,7.277452824E-2,-4.399211168E-2,6.036256135E-2,1.042836356E-1
1.240256717E1,-2.415777147E-3,-7.996052787E-2,2.141589510E-1,2.286122882E-1
1.241260217E1,-1.099212589E-2,-6.708276629E-2,1.958904952E-1,2.073499710E-1
1.242263617E1,7.294504766E-2,-3.789638937E-2,1.223722833E-1,1.474180858E-1
1.243267117E1,1.394693683E-1,2.365052551E-2,-4.052588224E-2,1.471509402E-1
1.244270617E1,1.782241929E-1,6.580558822E-2,-1.595301694E-1,2.480808604E-1
1.245274017E1,1.620695786E-1,7.022301346E-2,-2.375331956E-1,2.960064846E-1
1.246277517E1,8.725528571E-2,6.665182650E-2,-2.201529318E-1,2.460147643E-1
1.247281017E1,2.911219038E-3,9.462256730E-4,-1.893632483E-1,1.893879890E-1
1.248284417E1,-9.947575629E-2,-5.544344500E-2,-1.362050414E-1,1.775421499E-1
1.249287917E1,-1.645005037E-1,-3.904317454E-2,-7.668857217E-2,1.856499994E-1
1.250291317E1,-1.502913311E-1,-3.596549258E-2,5.705771506E-2,1.647318540E-1
1.251294817E1,-1.128131090E-1,-6.417991608E-2,3.719413877E-2,1.350157885E-1
1.252298317E1,-8.660554128E-2,1.809128523E-3,-4.003647029E-2,9.542909242E-2
1.253301717E1,-1.391089149E-3,3.738826632E-2,-9.837647974E-2,1.052508877E-1
1.254305217E1,4.622264173E-2,4.234685138E-2,-2.117352802E-1,2.208203281E-1
1.255308617E1,5.785158422E-2,6.598816752E-2,-2.901978976E-1,3.031766215E-1
1.256312117E1,1.129468093E-1,9.131362796E-2,-2.697677261E-1,3.063817658E-1
1.257315617E1,6.376469068E-2,1.149523129E-1,-2.435236681E-1,2.767376861E-1
1.258319017E1,9.712334834E-3,9.341921031E-2,-1.616836989E-1,1.869842154E-1
1.259322517E1,-2.823894527E-2,1.049206835E-1,-6.760492265E-2,1.279695801E-1
1.260326017E1,-5.529540081E-2,4.617516965E-2,1.503319144E-2,7.359160609E-2
1.261329417E1,-1.834720941E-2,-4.710706964E-2,4.427862525E-2,6.720336864E-2
1.262332917E1,4.244778894E-2,-7.807670116E-2,2.379115105E-2,9.199893977E-2
1.263336317E1,6.485008009E-2,-8.953870565E-2,-5.258401036E-3,1.106813601E-1
1.264339817E1,6.201458249E-2,-5.188219830E-2,-6.804229438E-2,1.056755637E-1
1.265343317E1,4.707099963E-2,-3.437241867E-2,-1.599657869E-1,1.702533264E-1
1.266346717E1,6.135201987E-2,1.241890132E-2,-1.769759220E-1,1.877199414E-1
1.267350217E1,2.848988218E-2,5.223522395E-2,-1.740067059E-1,1.838981395E-1
